video,label,n_frames,n_blinks,blinks_per_min,mean_blink_dur,ibi_mean,ibi_cv,ear_mean,ear_entropy
000_003.mp4,fake,198,0,0.0,0.0,0.0,0.0,0.30769998222135,0.5432943871695898
001_870.mp4,fake,230,0,0.0,0.0,0.0,0.0,0.21683966816985903,0.7886901164641199
002_006.mp4,fake,347,1,2.5936599423631126,331.0,0.0,0.0,0.12334246213000838,0.5534598775233533
003_000.mp4,fake,152,0,0.0,0.0,0.0,0.0,0.19176129240738718,1.3164498081328525e-09
004_982.mp4,fake,155,0,0.0,0.0,0.0,0.0,0.16284422077369573,1.2000599793584783
005_010.mp4,fake,193,0,0.0,0.0,0.0,0.0,0.15338673649068701,0.6931604756394874
006_002.mp4,fake,155,0,0.0,0.0,0.0,0.0,0.16094684315632599,1.3164498081328525e-09
007_132.mp4,fake,253,0,0.0,0.0,0.0,0.0,0.3037648092206482,0.12653996870170928
008_990.mp4,fake,319,0,0.0,0.0,0.0,0.0,0.21468248157101438,0.7606192350875307
009_027.mp4,fake,294,1,3.061224489795918,293.0,0.0,0.0,0.12992812728983602,0.18112397358543791
010_005.mp4,fake,237,0,0.0,0.0,0.0,0.0,0.3271497959071633,0.8363515111427381
011_805.mp4,fake,316,0,0.0,0.0,0.0,0.0,0.39999999999999997,1.3164498081328543e-09
012_026.mp4,fake,182,0,0.0,0.0,0.0,0.0,0.23737371704851187,0.060498295357744925
013_883.mp4,fake,166,0,0.0,0.0,0.0,0.0,0.26834961309687566,1.3164498081328545e-09
014_790.mp4,fake,338,2,5.325443786982248,110.5,20.0,0.0,0.25049434455174946,1.8757704804781343
015_919.mp4,fake,219,1,4.10958904109589,16.0,0.0,0.0,0.14210565980454784,1.3164498081328545e-09
016_209.mp4,fake,339,2,5.3097345132743365,2.5,12.0,0.0,0.15978706604335755,1.0742061731380939
017_803.mp4,fake,199,1,4.522613065326633,179.0,0.0,0.0,0.19443163380222095,1.3164498081328525e-09
018_019.mp4,fake,216,0,0.0,0.0,0.0,0.0,0.3337047035034446,1.3164498081328545e-09
019_018.mp4,fake,600,0,0.0,0.0,0.0,0.0,0.35416974574569005,0.23152900077471994
020_344.mp4,fake,195,0,0.0,0.0,0.0,0.0,0.27250125314627177,0.5850359003106229
021_312.mp4,fake,216,0,0.0,0.0,0.0,0.0,0.22798248045844452,0.07319013041009943
022_489.mp4,fake,163,1,5.521472392638037,126.0,0.0,0.0,0.15891724248633954,1.3164498081328525e-09
023_923.mp4,fake,277,0,0.0,0.0,0.0,0.0,0.15587541155849893,0.75696888523393
024_073.mp4,fake,153,0,0.0,0.0,0.0,0.0,0.19761907584114474,0.5707870893841904
025_067.mp4,fake,374,0,0.0,0.0,0.0,0.0,0.2951216348122286,1.3164498081328545e-09
026_012.mp4,fake,161,0,0.0,0.0,0.0,0.0,0.11319736906736201,1.3164498081328525e-09
027_009.mp4,fake,158,0,0.0,0.0,0.0,0.0,0.3980047320159738,0.6573879886088239
028_068.mp4,fake,217,0,0.0,0.0,0.0,0.0,0.23313062770392307,0.12647512908149897
029_048.mp4,fake,208,1,4.326923076923077,12.0,0.0,0.0,0.19211665641128747,1.3164498081328525e-09
030_193.mp4,fake,149,1,6.040268456375839,97.0,0.0,0.0,0.1391820394749672,1.3164498081328545e-09
031_163.mp4,fake,241,0,0.0,0.0,0.0,0.0,0.07817387920798942,0.11652659183985288
032_944.mp4,fake,155,1,5.806451612903226,148.0,0.0,0.0,0.22829748160683758,0.332113529375091
033_097.mp4,fake,405,1,2.2222222222222223,107.0,0.0,0.0,0.21266811418683382,0.04371527455922828
034_590.mp4,fake,204,0,0.0,0.0,0.0,0.0,0.1633024260430371,1.160828727326812
035_036.mp4,fake,212,1,4.245283018867925,27.0,0.0,0.0,0.17915726439757917,0.3433478192444381
036_035.mp4,fake,169,0,0.0,0.0,0.0,0.0,0.29060844015087606,1.3164498081328545e-09
037_072.mp4,fake,227,0,0.0,0.0,0.0,0.0,0.36095860385293427,1.3164498081328514e-09
038_125.mp4,fake,153,0,0.0,0.0,0.0,0.0,0.3696570545603767,0.12107075250969539
039_058.mp4,fake,305,0,0.0,0.0,0.0,0.0,0.2727730682530001,0.2242524743583193
040_997.mp4,fake,274,0,0.0,0.0,0.0,0.0,0.2550821693871382,1.094013187843651
041_063.mp4,fake,175,0,0.0,0.0,0.0,0.0,0.3999639359503566,0.08670090730273199
042_084.mp4,fake,169,0,0.0,0.0,0.0,0.0,0.3052528386127646,0.6897899742855702
043_110.mp4,fake,248,0,0.0,0.0,0.0,0.0,0.17805187744705228,0.02625568634756821
044_945.mp4,fake,168,3,16.07142857142857,5.666666666666667,19.0,0.3684210524376731,0.26028330264193894,0.6627759426438371
045_889.mp4,fake,175,0,0.0,0.0,0.0,0.0,0.3024169940339417,0.5305004399533388
046_904.mp4,fake,252,0,0.0,0.0,0.0,0.0,0.3272018589811685,0.4926036587667516
047_862.mp4,fake,160,0,0.0,0.0,0.0,0.0,0.2617971945743935,1.3164498081328545e-09
048_029.mp4,fake,243,0,0.0,0.0,0.0,0.0,0.26005314150628406,1.3164498081328545e-09
049_946.mp4,fake,180,0,0.0,0.0,0.0,0.0,0.2639466584897509,1.3164498081328545e-09
050_059.mp4,fake,265,0,0.0,0.0,0.0,0.0,0.3589803463635602,1.3164498081328514e-09
051_332.mp4,fake,359,1,2.5069637883008355,57.0,0.0,0.0,0.07623076578551023,0.6139013628881901
052_108.mp4,fake,162,1,5.555555555555555,24.0,0.0,0.0,0.1881319535993485,1.3164498081328525e-09
053_095.mp4,fake,209,0,0.0,0.0,0.0,0.0,0.26030213606985,1.3164498081328545e-09
054_071.mp4,fake,184,1,4.891304347826087,46.0,0.0,0.0,0.11731519352342974,0.059960153380261505
055_147.mp4,fake,197,0,0.0,0.0,0.0,0.0,0.17237254436922345,0.5822971992128608
056_996.mp4,fake,187,0,0.0,0.0,0.0,0.0,0.15963647096627312,1.3164498081328525e-09
057_070.mp4,fake,216,0,0.0,0.0,0.0,0.0,0.26847248818446695,1.2477091803486589
058_039.mp4,fake,335,0,0.0,0.0,0.0,0.0,0.32781661787247984,0.28022507474240244
059_050.mp4,fake,361,0,0.0,0.0,0.0,0.0,0.2867408911982816,0.562335720072101
060_088.mp4,fake,422,0,0.0,0.0,0.0,0.0,0.22010955353251135,1.2300255186254017
061_080.mp4,fake,169,0,0.0,0.0,0.0,0.0,0.19974146427694944,0.6838574996617758
062_066.mp4,fake,212,1,4.245283018867925,101.0,0.0,0.0,0.20585064622326513,0.5623351458420394
063_041.mp4,fake,465,0,0.0,0.0,0.0,0.0,0.38801917242556466,0.015356907423343462
064_991.mp4,fake,201,0,0.0,0.0,0.0,0.0,0.3535681198934337,0.4299748712919008
065_089.mp4,fake,221,0,0.0,0.0,0.0,0.0,0.13018258092503046,0.7577187505136079
066_062.mp4,fake,218,0,0.0,0.0,0.0,0.0,0.30025669817745226,0.8832390594253685
067_025.mp4,fake,269,0,0.0,0.0,0.0,0.0,0.31345504960944975,0.17076929567919408
068_028.mp4,fake,201,0,0.0,0.0,0.0,0.0,0.3432616056226985,0.07757003894712716
069_961.mp4,fake,387,11,25.58139534883721,3.909090909090909,29.1,0.933348768966919,0.25700485808161877,0.40411826615361807
070_057.mp4,fake,184,0,0.0,0.0,0.0,0.0,0.34542514688828413,0.1247767979477663
071_054.mp4,fake,227,0,0.0,0.0,0.0,0.0,0.21450405054618799,1.7786648099766311
072_037.mp4,fake,156,0,0.0,0.0,0.0,0.0,0.26848397259259116,0.5159878979676781
073_024.mp4,fake,352,0,0.0,0.0,0.0,0.0,0.18162374248691637,1.3164498081328525e-09
074_825.mp4,fake,173,0,0.0,0.0,0.0,0.0,0.25360369228660073,1.3164498081328545e-09
075_977.mp4,fake,307,5,14.65798045602606,28.8,55.25,1.0760767043656403,0.24205541364274252,1.028042471374865
076_079.mp4,fake,165,0,0.0,0.0,0.0,0.0,0.18921939924651504,1.3164498081328525e-09
077_100.mp4,fake,306,0,0.0,0.0,0.0,0.0,0.2006605490772874,0.6549812918449668
078_955.mp4,fake,262,0,0.0,0.0,0.0,0.0,0.2781061938679374,0.07899812961687679
079_076.mp4,fake,212,0,0.0,0.0,0.0,0.0,0.39999999999999997,1.3164498081328543e-09
080_061.mp4,fake,242,1,3.71900826446281,151.0,0.0,0.0,0.24645075718136822,1.3164498081328525e-09
081_087.mp4,fake,585,1,1.5384615384615383,323.0,0.0,0.0,0.2164298743722186,1.3164498081328525e-09
082_103.mp4,fake,158,0,0.0,0.0,0.0,0.0,0.22894640456005788,1.3164498081328525e-09
083_213.mp4,fake,273,1,3.2967032967032965,151.0,0.0,0.0,0.11357546269529761,1.3164498081328525e-09
084_042.mp4,fake,375,0,0.0,0.0,0.0,0.0,0.3445455941393485,1.3164498081328545e-09
085_124.mp4,fake,165,0,0.0,0.0,0.0,0.0,0.21114481917237926,1.3164498081328525e-09
086_090.mp4,fake,468,1,1.9230769230769234,371.0,0.0,0.0,0.1796602618404623,0.48955189485026973
087_081.mp4,fake,155,0,0.0,0.0,0.0,0.0,0.39999999999999997,1.3164498081328543e-09
088_060.mp4,fake,333,0,0.0,0.0,0.0,0.0,0.17077167754697484,1.243317236835824
089_065.mp4,fake,376,0,0.0,0.0,0.0,0.0,0.23383784987203377,0.4709160980450767
090_086.mp4,fake,344,0,0.0,0.0,0.0,0.0,0.16846013210703673,1.3283235717848811
091_116.mp4,fake,320,0,0.0,0.0,0.0,0.0,0.2601087214619506,0.29671525782228125
092_098.mp4,fake,230,0,0.0,0.0,0.0,0.0,0.34311881578060066,0.08770501765433728
093_121.mp4,fake,154,0,0.0,0.0,0.0,0.0,0.39999999999999997,1.3164498081328543e-09
094_111.mp4,fake,280,1,3.214285714285714,108.0,0.0,0.0,0.24190456617446177,1.3164498081328525e-09
095_053.mp4,fake,503,0,0.0,0.0,0.0,0.0,0.29655342029185944,0.49874434018675207
096_101.mp4,fake,252,1,3.571428571428571,189.0,0.0,0.0,0.20799454238753878,1.3164498081328525e-09
097_033.mp4,fake,239,0,0.0,0.0,0.0,0.0,0.2914511696016421,1.3164498081328545e-09
098_092.mp4,fake,150,0,0.0,0.0,0.0,0.0,0.36279422084833285,1.3164498081328514e-09
099_295.mp4,fake,307,0,0.0,0.0,0.0,0.0,0.28868848146359544,1.3164498081328545e-09
