video,label,n_frames,n_blinks,blinks_per_min,mean_blink_dur,ibi_mean,ibi_cv,ear_mean,ear_entropy
000_003.mp4,fake,198,17,77.27272727272727,4.588235294117647,10.4375,0.5461589948694797,0.22295062543093028,1.5693866512655297
001_870.mp4,fake,230,9,35.21739130434782,3.6666666666666665,25.0,0.3660601042080385,0.26501626625524916,1.3858257722452436
002_006.mp4,fake,347,0,0.0,0.0,0.0,0.0,0.2669210652123593,2.0494711403249863
003_000.mp4,fake,152,4,23.68421052631579,15.75,43.333333333333336,0.41808240734047913,0.20796269358588412,1.9388668433547633
004_982.mp4,fake,155,2,11.612903225806452,21.0,32.0,0.0,0.1677333662541647,1.9832406477631992
005_010.mp4,fake,193,2,9.32642487046632,6.0,56.0,0.0,0.29905521390545764,1.446305776078315
006_002.mp4,fake,155,3,17.419354838709676,18.333333333333332,20.0,0.549999999725,0.29364466351309326,1.928720937342832
007_132.mp4,fake,253,0,0.0,0.0,0.0,0.0,0.28338927841779876,1.930115774978953
008_990.mp4,fake,319,14,39.49843260188088,4.642857142857143,23.076923076923077,0.9854384242799133,0.25814279982680166,1.9127935095186617
009_027.mp4,fake,294,2,6.122448979591836,2.0,41.0,0.0,0.31090842153699966,1.0783378607438079
010_005.mp4,fake,237,3,11.392405063291138,2.0,91.5,0.9016393441637554,0.2906564086886481,1.133823811311939
011_805.mp4,fake,316,16,45.56962025316456,12.1875,18.4,1.2491017559797852,0.22938016338711895,1.4919487956243105
012_026.mp4,fake,182,5,24.725274725274726,2.2,30.75,0.5491868412456808,0.30411045993717084,1.5928520084045252
013_883.mp4,fake,166,0,0.0,0.0,0.0,0.0,0.3615231960070016,1.5020807479860534
014_790.mp4,fake,338,0,0.0,0.0,0.0,0.0,0.0965912078123671,1.897260454923141
015_919.mp4,fake,219,6,24.657534246575345,25.666666666666668,37.0,0.6115518105906488,0.17700464002034688,2.3070456532347756
016_209.mp4,fake,339,0,0.0,0.0,0.0,0.0,0.1109731296120499,1.3474665889831114
017_803.mp4,fake,199,0,0.0,0.0,0.0,0.0,0.3687030415680611,1.2950377888679698
018_019.mp4,fake,216,6,24.999999999999996,3.5,31.6,0.28558263719262517,0.3119165056222293,2.1252405216229575
019_018.mp4,fake,600,0,0.0,0.0,0.0,0.0,0.24401558886621322,1.763548594284503
020_344.mp4,fake,195,0,0.0,0.0,0.0,0.0,0.12780505672486117,1.4149499356467155
021_312.mp4,fake,216,16,66.66666666666667,2.875,11.133333333333333,0.5810543453802842,0.2649992213705719,1.9485097877278714
022_489.mp4,fake,163,1,5.521472392638037,5.0,0.0,0.0,0.334052245970214,1.6989476124907035
023_923.mp4,fake,277,12,38.98916967509025,3.25,24.545454545454547,0.7224216246001915,0.27104978265154417,1.4575985514552177
024_073.mp4,fake,153,0,0.0,0.0,0.0,0.0,0.31089317948551654,1.3245392830396823
025_067.mp4,fake,374,17,40.90909090909091,5.9411764705882355,20.875,0.7916656833802681,0.2712195621499808,2.0910801323237482
026_012.mp4,fake,161,0,0.0,0.0,0.0,0.0,0.1620325672911011,1.9281107361521606
027_009.mp4,fake,158,1,5.69620253164557,64.0,0.0,0.0,0.19106031333071882,1.719884036139959
028_068.mp4,fake,217,2,8.294930875576037,2.0,30.0,0.0,0.33834933101868125,1.5128667294905445
029_048.mp4,fake,208,5,21.634615384615383,8.2,46.25,0.6738136503886829,0.27640816302075494,1.8613509771794579
030_193.mp4,fake,149,4,24.161073825503355,5.5,29.333333333333332,0.2510309321232227,0.3021955359566346,1.6736297379869298
031_163.mp4,fake,241,11,41.07883817427386,5.454545454545454,19.3,0.4910266220543336,0.2536766995975194,1.2637268575139036
032_944.mp4,fake,155,6,34.83870967741935,3.1666666666666665,21.6,0.5983516449601525,0.31312844576163734,2.0557648599642633
033_097.mp4,fake,405,0,0.0,0.0,0.0,0.0,0.29999999999999993,1.3164498081328545e-09
034_590.mp4,fake,204,6,26.470588235294116,6.666666666666667,21.8,0.31030338564275556,0.2651344591118645,1.4938766193479251
035_036.mp4,fake,212,0,0.0,0.0,0.0,0.0,0.3199829377996643,0.8336183919608849
036_035.mp4,fake,169,3,15.976331360946745,5.0,58.5,0.5384615383694937,0.31892308157433036,1.7354796433269988
037_072.mp4,fake,227,4,15.859030837004406,2.0,51.0,0.3373460888374861,0.27970670600234854,1.1791788033986332
038_125.mp4,fake,153,1,5.882352941176471,3.0,0.0,0.0,0.31953720813641745,1.2745437637622636
039_058.mp4,fake,305,0,0.0,0.0,0.0,0.0,0.04847229501591647,0.9917111029226755
040_997.mp4,fake,274,1,3.2846715328467155,53.0,0.0,0.0,0.30257810909455507,1.733418258005795
041_063.mp4,fake,175,0,0.0,0.0,0.0,0.0,0.282584855422703,1.0147716502508255
042_084.mp4,fake,169,18,95.85798816568047,3.3333333333333335,9.411764705882353,0.6228086577559213,0.22885581220624282,2.278877938229887
043_110.mp4,fake,248,16,58.064516129032256,10.0625,15.8,0.6279127497790008,0.2160483855691305,2.2956093384158005
044_945.mp4,fake,168,6,32.14285714285714,3.3333333333333335,22.8,0.7445296548988183,0.27250599537932496,1.500474130167568
045_889.mp4,fake,175,0,0.0,0.0,0.0,0.0,0.08129667910481846,1.7754056492236665
046_904.mp4,fake,252,25,89.28571428571429,6.64,9.416666666666666,0.6666601397044035,0.24298556887557402,0.9267203559761805
047_862.mp4,fake,160,2,11.25,3.5,40.0,0.0,0.31271949777366503,1.723260914462169
048_029.mp4,fake,243,0,0.0,0.0,0.0,0.0,0.3864257038968241,1.2521628253859138
049_946.mp4,fake,180,5,25.0,7.8,34.5,0.33957607276707885,0.24433306825527024,1.5240235661481902
050_059.mp4,fake,265,1,3.3962264150943393,2.0,0.0,0.0,0.3066956195920826,0.8508699701545462
051_332.mp4,fake,359,1,2.5069637883008355,238.0,0.0,0.0,0.21096347910637656,0.7977929671093109
052_108.mp4,fake,162,9,49.99999999999999,2.888888888888889,18.0,0.34246744441912785,0.27658450680541913,1.7298888950688607
053_095.mp4,fake,209,10,43.0622009569378,2.8,20.555555555555557,0.7526529651408478,0.3118650035690992,2.165289558866847
054_071.mp4,fake,184,0,0.0,0.0,0.0,0.0,0.41041333413934844,1.1604576301643132
055_147.mp4,fake,197,0,0.0,0.0,0.0,0.0,0.26620160106934077,0.8586632310362975
056_996.mp4,fake,187,1,4.81283422459893,47.0,0.0,0.0,0.20224767312053696,1.0573748020119553
057_070.mp4,fake,216,0,0.0,0.0,0.0,0.0,0.20574226131728626,2.08596995684577
058_039.mp4,fake,335,1,2.6865671641791047,4.0,0.0,0.0,0.275264751531732,0.7925050005048361
059_050.mp4,fake,361,18,44.87534626038781,17.833333333333332,20.294117647058822,0.7217798716100797,0.213388901625659,1.5221232149324788
060_088.mp4,fake,422,11,23.459715639810426,7.545454545454546,37.5,0.7422009309670994,0.2778468113724401,2.21705970034375
061_080.mp4,fake,169,5,26.62721893491124,3.4,26.75,0.5553478321940972,0.27772990042760903,1.6496731717058175
062_066.mp4,fake,212,0,0.0,0.0,0.0,0.0,0.19042411359844566,1.6362890179297043
063_041.mp4,fake,465,0,0.0,0.0,0.0,0.0,0.041431639539884706,1.074957013670309
064_991.mp4,fake,201,5,22.388059701492537,9.6,27.0,0.5017117473750722,0.29718250172623734,1.738703272702395
065_089.mp4,fake,221,0,0.0,0.0,0.0,0.0,0.30087261295481327,1.0424650844001901
066_062.mp4,fake,218,0,0.0,0.0,0.0,0.0,0.2952823684399951,1.084123778017814
067_025.mp4,fake,269,0,0.0,0.0,0.0,0.0,0.3766693055534828,1.5075346427426053
068_028.mp4,fake,201,10,44.776119402985074,6.6,17.88888888888889,0.5666829675320179,0.25461841364686516,1.8792183959525106
069_961.mp4,fake,387,22,51.16279069767442,3.5454545454545454,17.761904761904763,0.5889220672428659,0.27679333506616244,1.8904047426008739
070_057.mp4,fake,184,0,0.0,0.0,0.0,0.0,0.3278816314659776,1.4810336797439434
071_054.mp4,fake,227,0,0.0,0.0,0.0,0.0,0.2465178663875979,1.68178009690097
